Uniq Id,Pageurl,Complete_Review,Rating out of 5
d8f5e593334dd6f52a4ef2e727c6b983,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_660?pageNumber=660,"Great electronic toy that can answer just about any question ... Great electronic toy that can answer just about any question you have, play just about any music you're looking for and make you laugh with a joke!  LOVE IT.",5.0
80431aaece5104bbbe241d44135ea53c,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5222?pageNumber=5222,One Star. We enjoy it every day.,1.0
a046aa3acc3da8fdfc549ccd6b2de2a1,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_599?pageNumber=599,"Echo dot vs. Echo. My echo dot is not as 'smart' as my echo. The dot requires the same very specific wording for commands. The echo 'learns""; the dot does not. If there is conversation in the room the dot sometimes turns off randomly.",3.0
13a1e7fc01a03f25ca49bf202ce13fb4,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_66?pageNumber=66,"is just terrible. Google owns that arena hands down. The Alexa products are cumbersome in terms of voice recognition (even including the exercises). Shopping blindly doesn't offer much help as not being able to read product descriptions or see the actual item doesn't help. The search function, which I assume is prompted from Bing, is just terrible. Google owns that arena hands down. Streaming music seems ok however  as with many of the other features, Amazon bogs down the experience with pushing their own services instead of what you already use.",2.0
2c5966510dd8143142a1f7a550c39772,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3905?pageNumber=3905,"One Star. Terrible at connecting, and isn’t loud at all",1.0
062e1f97dd0e4835a134908f8dee9b77,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5491?pageNumber=5491,Can't get it to register. The customer service advice ... Can't get it to register.  The customer service advice didn't work....even though he assured me it would.  I would give it a 0 if I could,1.0
8bcabff6611969d516b15cc0189cb64a,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3995?pageNumber=3995,Great value for the cost of the product. It works well. Great value for the cost of the product.,5.0
d11e6512f024dd1ce30e179eeb9f2ee8,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_1807?pageNumber=1807,like. i like it,4.0
c0ce97a2d08af2cc56996750d627ce70,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5043?pageNumber=5043,"Whats the point of having a wireless speaker if it has to be connected to the charger 100% of the time??. Not at all happy with the fact this does not hold a charge. What's the point of having a ""wireless"" speaker if it can't be wireless? We have been charging this thing since it was opened on Christmas day- still won't work without being connected to the charger. Thinking about returning it as this was not what we had hoped for.",2.0
06551e1f418a70dff48ce35c10faa125,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5220?pageNumber=5220,"Very poor product information. Just bought alexa , nowhere does it say you cannot use it  outside US. Very poor product information.",1.0
ed7d6e5e9f69db3876386c85fda266c5,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_4796?pageNumber=4796,Five Stars. Love it,5.0
a64a5541f9f51f395fe48121a2b30631,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2183?pageNumber=2183,"It's fun but just fun. It was fun to play with for the first week. Sometimes Alexa started talking when no one was talking at all. It happened several times at night, which was kinda creepy.",3.0
d40dd3d5b1d9cc944cb33d9e344af652,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_558?pageNumber=558,"I like. Echo isn't that advanced. Unless you can connect it to your other devices it's not that interactive or 'smart'. Great that it can read my Kindle books aloud, set timers while cooking, control my music and more. No speaker needed!",2.0
af1a7b0634e68413fc249233c8600824,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5339?pageNumber=5339,Get The Echo instead. I have an Echo and I would recommend that over the Dot any day. The Dot sounds bad compared to the larger Echo. Also the Dot is not as responsive as the Echo. Sometimes Alexa will not stop when I ask it to. I have to unplug it sometimes to get it to stop playing. Save your money and get the Echo. You won't be disappointed.,3.0
ce56aac2b0049a493524fabaaee07b6d,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3305?pageNumber=3305,Best for controlling other devices does not get very loud ... Best for controlling other devices does not get very loud for sound .,4.0
7d051cf9416da4ea83bf88ae6216ec05,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2843?pageNumber=2843,"and I love them both. This is my second dot, and I love them both",5.0
9af727061b03312ec92d63dac4fbb1b6,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_587?pageNumber=587,"Alexa Dot. Alexa Dot is great.  She can answer almost any question or provide weather info, answer math questions as well as providing all types of music. Well worth the money.",5.0
542bf3c618c2b811a46f07735cd2f5db,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5263?pageNumber=5263,"Connectivity issues, unable to access my Amazon Music library, Pandora, etc.  only good for weather. I am sure I am in the minority here, but I cannot understand for the life of me why I can manually select a song in my Amazon Music Library or Pandora via the Alexa App to play on The Echo Dot, but when inask Alexa to do it she cannot find the music, or the account at all.  If I ask her to resume the previous song, she can.  But if asked to find the next artist in that same library - nothing.  She cannot even state the location of the music she is playing.I'm tech savvy, and haven't had issues with hardware or software setup with other products. I simply think Alexa needs more refinement.",1.0
b732ca6dcb296a73461736ca9e681b10,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_4921?pageNumber=4921,Requires optional subscriptions to work fully. Essentially worthless without all the add on Amazon services. It won't play music without Amazon music. It won't play YouTube videos. It requires Audible subscription to read to you. Most search functions give you no results. For instance if you ask it how to do CPR that gives you no audio cues it doesn't even allow you to pick a search result without first opening your app and the default search engine is Bing this does not seem to be changeable. Will sing you happy birthday but ask him to sing you a lullaby and you get a sarcastic response in reply. I need a recipe for chicken gives you a Wikipedia page about chicken no audio feedback. 90% of the things that you expect the device to have a reasonable answer for get your reply I'm sorry I don't have an answer for that it's so common that it's totally frustrating. I half expected that it would not have an answer for 50% of the questions that I asked it but nearly 100% of the things that I asked reduced it to that of a Bluetooth speaker for an audible subscription I must say I love Tech toys like this and this was a total disappointment,1.0
096c93e537350474cd9456075888beb6,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_501?pageNumber=501,"It is still learning a lot of things, so ... It is still learning a lot of things, so when you ask something it usually says hmm I don't know that. So it is some times very irritating when you ask something simple. It also some times takes a while for it to do something and I am not sure if it's my internet connection or it is just slow. I mainly use it for alarms, weather, time, and music.",4.0
6a017d8cf6401461cdf227647f5adb04,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_1601?pageNumber=1601,So far is good. So far it's good but it doesn't always hear me when I call Alexa name,3.0
4c88d295b7c87add9f3bca3470bb9f4c,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2175?pageNumber=2175,One big downside. Great. Only downside is not being able to pair a Bluetooth speaker to it. Seems so basic.,4.0
44791a0b0cbd3e8bb3e4e2189d772fdd,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5049?pageNumber=5049,One Star. You basically have to teach it everything!!,1.0
ebccee7c08211812221b876d926740d3,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2621?pageNumber=2621,Great buy. Great product. Looking forward to updates. Needs to be more conversational (able to continue train of thought dialogue without saying Alexa over and over again).,4.0
06dfa69baffefa1462570ade971f7e0b,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3448?pageNumber=3448,I love them and couldn't live without them. I have an echo and 4 echo dots in my house. I love them and couldn't live without them!,5.0
bb01cb1d549f2b25277b318cbc55b619,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_1482?pageNumber=1482,"Two Stars. Installation directions too sketchy, Doesn't want to install (for me) on a system with Alexa already installed.",2.0
8cdf769e9474bec86241b79f1113689a,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_1837?pageNumber=1837,she loves me and I hate her. Its a love hate relationship,3.0
b970932953f2fd0f0dd6540d8066c939,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5662?pageNumber=5662,Two Stars. So far I have not been able to get it connected to my WiFi,2.0
6919a6df6b26b5573f40fc764aed818c,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_4876?pageNumber=4876,"Bad value, not smart enough. Alexa is surprisingly limited in what it can do out of the box. Many commands I try, which should be intuitive, are not available. For example, Alexa is unable to perform ""Alexa, set an alarm titled 'call your mother' for 10am""Siri can do this without a problem. In fact, I've found Siri to be a lot smarter. Siri can build off of your last command, and can make phone calls which is awesome.I considered returning this but ultimately kept it because my wife enjoyed checking the weather hands free. I found it to be poor value for $50 but I hope it can get smarter quickly.",3.0
3b2819e8c2532a010a5119045c3514be,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3347?pageNumber=3347,Five Stars. It's awesome,5.0
365ad498048b0282f443c0dfe0bc459e,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_1211?pageNumber=1211,Not what I expected. I purchased the dot to be able to control my roku tv and smart home modules. It paired up fine and worked the first time but after a few minutes stopped. I would say the command and it would respond saying done but nothing happened. It’s a good product but has along way to go.,2.0
76cea41d082d8a8935073a502ab01f1f,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3210?pageNumber=3210,Two Stars. I never can seem to phrase a question right or get many answers,2.0
a407203509c6c1cdb8e905ecd47807fd,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2177?pageNumber=2177,Don’t BUY it!!!!!. I give this ZERO stars. I am so beyond frustrated with “Alexa” it turns on and off when it wants to and NEVER WORKS. My husband told me not to get it and I never say this BUT he was absolutely right.,1.0
933a7e7bc50f0d162d3110218f8e28e3,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_454?pageNumber=454,"Works well in the US, but not ready for Canada yet. Even if you do have an Amazon prime account. This is our second unit, we bought it for our kids in Canada. We checked to make sure they had an Amazon prime account, which they did. However, Alexa does not work very well in Canada. Very disappointed.",3.0
e589c6cff769270cd50ec8cd6055de10,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_781?pageNumber=781,"I'd say this purchase was a bit of a waste. We keep an Echo in the living room/kitchen area, and I bought the Echo dot to use in the master bedroom/bath area. The main purpose would be to play music while getting ready--except it doesn't get loud enough. Since I can't hardly hear it while brushing my teeth, and not even remotely while showering, I'd say this purchase was a bit of a waste.",3.0
4919df48e0987a68c30e063fdc0b5857,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2296?pageNumber=2296,"Five Stars. Great item...the speaker isn't as great as the larger counterpart, but it works good enough for me.",5.0
f761bb7d713692070729fa1e32948fc4,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_2652?pageNumber=2652,One Star. Not what I thought.. Having echo dot is very over rated😞😞😞,1.0
731f5499a544306bd061419139917897,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5242?pageNumber=5242,"More aggravation than assistance. What can Alexa do? Not much. Need a dinner reservation? She can't help with that. Want her to Google something? Sorry, she uses Bing and won't even search that for you. Oh, I know, maybe she can play something on your Amazon Fire TV for you?! Nope, she doesn't even integrate with Amazon's own products.This is an okay MVP (minimum viable product), but I'll be returning mine as I don't see the value.",1.0
1f1b00593f03173fad08fab631589523,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_1777?pageNumber=1777,"Five Stars. I love it. so fun, so convenient.",5.0
6077726e0fd3ed5171b94bb07146c6cc,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_771?pageNumber=771,"i can't give a better rating for something that work when it want to ... Alexa is  working when Alexa want to work , for instance  when you ask for a particular song Alexa scramble the song when repeating something you never ask for, then it cut off and don't answer you until a little time go bye ! i can't give a better rating for something that work when it want to work !!",2.0
063514526e188ed0023f5e6d0d54ec45,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_3871?pageNumber=3871,Good but... I wish it linked to my music on my iPhone and my Tidal app,3.0
2916175cd5b0c32be620dd50322e3638,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_5682?pageNumber=5682,"DON'T BUY FOR NOW DUE TO THEIR REQUIREMENT TO ACTIVATE AMAZON CALLING FEATURE!!!. DO NOT BUY ANY AMAZON ECHO NOW IF YOU WANT TO KEEP YOUR PRIVACY SAFE!!! THE LATEST COMPANION APP FOR ANDROID REQUIRES YOU TO SING UP/IN TO THEIR AMAZON CALLING CRAP, AND IF YOU DON'T WANT TO, THERE IS ABSOLUTELY NO WAY AROUND IT!!! STAY CLEAR OF AMAZON ECHO'S FOR NOW!!!",1.0
1961a0e37f16454ea346fe3dbd844268,https://www.amazon.com/All-New-Amazon-Echo-Dot-Add-Alexa-To-Any-Room/product-reviews/B01DFKC2SO/ref=cm_cr_arp_d_paging_btm_704?pageNumber=704,"voice comand issues. it seems to have a hard time understanding anything without us turning off the the bedroom tv. but other then that it's awesome, really makes life easier.",3.0
